flag,area,confirmed,suspected,cured,dead
-1,外地来沪人员,99,0,26,0
-1,待确认,0,0,2,0
-1,万盛经开区,1,0,0,0
-1,酉阳县,1,0,0,0
-1,彭水县,2,0,0,0
-1,高新区,4,0,0,0
-1,梁平县,4,0,1,0
-1,两江新区,16,0,1,0
-1,武隆县,1,0,0,0
-1,毕节地区,22,0,2,0
-1,赣江新区,1,0,0,0
-1,待确认,0,0,16,0
-1,待确认,0,0,14,0
-1,待确认,0,0,8,0
-1,待确认,0,0,52,3
-1,外地来京人员,25,0,2,0
-1,宁东管委会,1,0,0,0
-1,待确认,0,0,0,0
-1,待确认,0,0,6,0
-1,待确认,0,0,1,0
-1,待确认,0,0,5,0
-1,待确认,0,0,2,0
-1,待确认,0,0,0,0
-1,待确认,0,0,6,1
-1,外地来津人员,6,0,0,0
-1,待确认,0,0,0,1
-1,第十二师,1,0,0,0
-1,待确认,0,0,21,3
000000,中国,44742,16067,4754,1114
110000,北京市,352,0,56,3
110101,东城区,12,0,0,0
110102,西城区,43,0,0,0
110105,朝阳区,56,0,0,0
110106,丰台区,32,0,0,0
110107,石景山区,13,0,0,0
110108,海淀区,56,0,0,0
110109,门头沟区,3,0,0,0
110111,房山区,14,0,0,0
110112,通州区,17,0,0,0
110113,顺义区,10,0,0,0
110114,昌平区,19,0,0,0
110115,大兴区,37,0,2,0
110116,怀柔区,7,0,0,0
110118,密云区,7,0,0,0
110119,延庆区,1,0,0,0
120000,天津市,107,0,10,2
120101,和平区,6,0,1,0
120102,河东区,13,0,1,0
120103,河西区,4,0,0,0
120104,南开区,4,0,0,0
120105,河北区,11,0,1,0
120106,红桥区,2,0,1,0
120110,东丽区,4,0,0,0
120111,西青区,4,0,0,0
120112,津南区,1,0,0,0
120113,北辰区,4,0,0,0
120114,武清区,1,0,0,0
120115,宝坻区,40,0,0,1
120116,滨海新区,3,0,0,0
120117,宁河区,4,0,0,0
130000,河北省,251,0,48,2
130100,石家庄市,27,0,3,0
130200,唐山市,33,0,3,0
130300,秦皇岛市,9,0,0,0
130400,邯郸市,29,0,3,0
130521,邢台县,21,0,5,1
130600,保定市,31,0,9,0
130700,张家口市,21,0,2,0
130821,承德县,7,0,1,0
130900,沧州市,37,0,12,1
131000,廊坊市,28,0,8,0
131100,衡水市,8,0,2,0
140000,山西省,124,0,30,
140100,太原市,18,0,3,0
140200,大同市,11,0,3,0
140300,阳泉市,4,0,0,0
140400,长治市,8,0,0,0
140500,晋城市,8,0,2,0
140600,朔州市,7,0,2,0
140700,晋中市,34,0,8,0
140800,运城市,19,0,6,0
140900,忻州市,7,0,0,0
141000,临汾市,2,0,1,0
141100,吕梁市,6,0,5,0
150000,内蒙古自治区,60,0,5,
150100,呼和浩特市,7,0,0,0
150200,包头市,11,0,0,0
150300,乌海市,2,0,0,0
150400,赤峰市,5,0,1,0
150500,通辽市,6,0,0,0
150600,鄂尔多斯市,11,0,2,0
150700,呼伦贝尔市,6,0,1,0
150800,巴彦淖尔市,6,0,0,0
150900,乌兰察布市,3,0,0,0
152200,兴安盟,1,0,0,0
152500,锡林郭勒盟,2,0,1,0
210000,辽宁省,116,0,19,
210100,沈阳市,28,0,7,0
210200,大连市,16,0,4,0
210300,鞍山市,3,0,0,0
210521,本溪满族自治县,3,0,0,0
210600,丹东市,7,0,3,0
210700,锦州市,12,0,1,0
210800,营口市,1,0,1,0
210921,阜新蒙古族自治县,8,0,0,0
211021,辽阳县,3,0,0,0
211100,盘锦市,11,0,0,0
211221,铁岭县,7,0,1,0
211321,朝阳县,6,0,2,0
211400,葫芦岛市,11,0,0,0
220000,吉林省,83,0,18,1
220100,长春市,42,0,11,0
220200,吉林市,5,0,2,0
220300,四平市,12,0,1,1
220381,公主岭市,6,0,1,0
220400,辽源市,6,0,0,0
220521,通化县,3,0,0,0
220581,梅河口市,1,0,0,0
220700,松原市,2,0,1,0
220800,白城市,1,0,0,0
222400,延边朝鲜族自治州,5,0,2,0
230000,黑龙江省,378,0,28,8
230100,哈尔滨市,150,0,13,0
230200,齐齐哈尔市,33,0,1,1
230300,鸡西市,43,0,1,0
230400,鹤岗市,5,0,1,0
230500,双鸭山市,39,0,1,2
230600,大庆市,15,0,0,1
230800,佳木斯市,15,0,5,0
230900,七台河市,15,0,0,0
231000,牡丹江市,12,0,1,0
231100,黑河市,6,0,0,0
231200,绥化市,43,0,3,4
232700,大兴安岭地区,2,0,0,0
310000,上海市,306,0,53,1
310101,黄浦区,6,0,1,0
310104,徐汇区,16,0,1,0
310105,长宁区,12,0,3,0
310106,静安区,16,0,3,0
310107,普陀区,8,0,0,0
310109,虹口区,7,0,2,0
310110,杨浦区,8,0,0,0
310112,闵行区,17,0,2,0
310113,宝山区,20,0,0,0
310114,嘉定区,8,0,1,0
310115,浦东新区,56,0,10,0
310116,金山区,3,0,0,0
310117,松江区,14,0,1,0
310118,青浦区,5,0,2,0
310120,奉贤区,9,0,1,0
310151,崇明区,2,0,0,0
320000,江苏省,543,0,94,
320100,南京市,87,0,22,0
320200,无锡市,48,0,4,0
320300,徐州市,66,0,10,0
320400,常州市,36,0,6,0
320500,苏州市,84,0,13,0
320600,南通市,37,0,5,0
320700,连云港市,39,0,5,0
320803,淮安区,47,0,6,0
320900,盐城市,21,0,3,0
321000,扬州市,18,0,6,0
321100,镇江市,12,0,2,0
321200,泰州市,36,0,6,0
321300,宿迁市,12,0,6,0
330000,浙江省,1131,0,279,
330100,杭州市,159,0,51,0
330200,宁波市,153,0,24,0
330300,温州市,481,0,107,0
330400,嘉兴市,42,0,6,0
330500,湖州市,10,0,4,0
330600,绍兴市,41,0,13,0
330700,金华市,54,0,19,0
330800,衢州市,21,0,5,0
330900,舟山市,10,0,5,0
331000,台州市,143,0,38,0
331100,丽水市,17,0,7,0
340000,安徽省,889,0,110,4
340100,合肥市,157,0,22,1
340221,芜湖县,31,0,3,0
