flag,area,confirmed,suspected,cured,dead
-1,待确认,1,0,0,0
-1,待确认,0,0,9,0
-1,高新区,2,0,0,0
-1,两江新区,13,0,0,0
-1,待确认,0,0,2,0
-1,待确认,0,0,18,1
-1,外地来京人员,20,0,2,0
-1,待确认,0,0,2,0
-1,宁东管委会,1,0,0,0
-1,待确认,0,0,12,1
-1,外地来沪人员,81,0,0,0
-1,待确认,0,0,1,0
-1,外地来津人员,6,0,0,0
000000,中国,20537,23214,728,426
110000,北京市,228,0,23,1
110101,东城区,2,0,0,0
110102,西城区,28,0,0,0
110105,朝阳区,36,0,1,0
110106,丰台区,18,0,0,0
110107,石景山区,6,0,0,0
110108,海淀区,45,0,0,0
110109,门头沟区,3,0,0,0
110111,房山区,5,0,0,0
110112,通州区,13,0,0,0
110113,顺义区,5,0,0,0
110114,昌平区,14,0,0,0
110115,大兴区,29,0,2,0
110116,怀柔区,3,0,0,0
110119,延庆区,1,0,0,0
120000,天津市,67,0,2,
120101,和平区,6,0,0,0
120102,河东区,10,0,0,0
120103,河西区,4,0,0,0
120104,南开区,3,0,0,0
120105,河北区,10,0,0,0
120106,红桥区,2,0,1,0
120110,东丽区,3,0,0,0
120111,西青区,3,0,0,0
120112,津南区,1,0,1,0
120115,宝坻区,13,0,0,0
120116,滨海新区,2,0,0,0
120117,宁河区,4,0,0,0
130000,河北省,126,0,4,1
130100,石家庄市,21,0,1,0
130200,唐山市,11,0,0,0
130300,秦皇岛市,2,0,0,0
130400,邯郸市,14,0,0,0
130521,邢台县,16,0,0,0
130600,保定市,13,0,2,0
130700,张家口市,9,0,0,0
130821,承德县,3,0,0,0
130900,沧州市,20,0,0,1
131000,廊坊市,12,0,1,0
131100,衡水市,5,0,0,0
140000,山西省,74,0,2,
140100,太原市,6,0,1,0
140200,大同市,9,0,0,0
140300,阳泉市,2,0,0,0
140400,长治市,3,0,0,0
140500,晋城市,7,0,0,0
140600,朔州市,3,0,0,0
140700,晋中市,19,0,0,0
140800,运城市,16,0,1,0
140900,忻州市,3,0,0,0
141000,临汾市,1,0,0,0
141100,吕梁市,5,0,0,0
150000,内蒙古自治区,35,0,1,
150100,呼和浩特市,4,0,0,0
150200,包头市,6,0,0,0
150300,乌海市,1,0,0,0
150400,赤峰市,2,0,0,0
150500,通辽市,1,0,0,0
150600,鄂尔多斯市,9,0,0,0
150700,呼伦贝尔市,3,0,1,0
150800,巴彦淖尔市,3,0,0,0
150900,乌兰察布市,3,0,0,0
152200,兴安盟,1,0,0,0
152500,锡林郭勒盟,2,0,0,0
210000,辽宁省,77,0,2,
210100,沈阳市,15,0,0,0
210200,大连市,13,0,2,0
210300,鞍山市,1,0,0,0
210521,本溪满族自治县,3,0,0,0
210600,丹东市,6,0,0,0
210700,锦州市,7,0,0,0
210800,营口市,1,0,0,0
210921,阜新蒙古族自治县,7,0,0,0
211021,辽阳县,2,0,0,0
211100,盘锦市,8,0,0,0
211221,铁岭县,3,0,0,0
211321,朝阳县,6,0,0,0
211400,葫芦岛市,5,0,0,0
220000,吉林省,42,0,1,
220100,长春市,17,0,1,0
220200,吉林市,5,0,0,0
220300,四平市,7,0,0,0
220381,公主岭市,3,0,0,0
220400,辽源市,3,0,0,0
220521,通化县,1,0,0,0
220700,松原市,2,0,0,0
222400,延边朝鲜族自治州,3,0,0,0
230000,黑龙江省,155,0,2,2
230100,哈尔滨市,63,0,2,0
230200,齐齐哈尔市,6,0,0,0
230300,鸡西市,9,0,0,0
230400,鹤岗市,2,0,0,0
230500,双鸭山市,12,0,0,0
230600,大庆市,11,0,0,0
230800,佳木斯市,11,0,0,0
230900,七台河市,8,0,0,0
231000,牡丹江市,8,0,0,0
231100,黑河市,1,0,0,0
231200,绥化市,22,0,0,2
232700,大兴安岭地区,2,0,0,0
310000,上海市,219,0,12,1
310101,黄浦区,5,0,0,0
310104,徐汇区,11,0,0,0
310105,长宁区,8,0,0,0
310106,静安区,10,0,0,0
310107,普陀区,6,0,0,0
310109,虹口区,5,0,0,0
310110,杨浦区,5,0,0,0
310112,闵行区,10,0,0,0
310113,宝山区,12,0,0,0
310114,嘉定区,3,0,0,0
310115,浦东新区,43,0,0,0
310116,金山区,2,0,0,0
310117,松江区,8,0,0,0
310118,青浦区,3,0,0,0
310120,奉贤区,6,0,0,0
310151,崇明区,1,0,0,0
320000,江苏省,308,0,12,
320100,南京市,44,0,4,0
320200,无锡市,25,0,1,0
320300,徐州市,39,0,0,0
320400,常州市,19,0,2,0
320500,苏州市,52,0,3,0
320600,南通市,22,0,0,0
320700,连云港市,17,0,1,0
320803,淮安区,22,0,1,0
320900,盐城市,15,0,0,0
321000,扬州市,15,0,0,0
321100,镇江市,5,0,0,0
321200,泰州市,23,0,0,0
321300,宿迁市,10,0,0,0
330000,浙江省,829,0,60,
330100,杭州市,132,0,7,0
330200,宁波市,102,0,2,0
330300,温州市,340,0,28,0
330400,嘉兴市,23,0,0,0
330500,湖州市,9,0,1,0
330600,绍兴市,30,0,2,0
330700,金华市,40,0,6,0
330800,衢州市,15,0,0,0
330900,舟山市,7,0,2,0
331000,台州市,115,0,11,0
331100,丽水市,16,0,1,0
340000,安徽省,480,0,20,
340100,合肥市,81,0,5,0
340221,芜湖县,21,0,1,0
340300,蚌埠市,43,0,0,0
340400,淮南市,8,0,0,0
340500,马鞍山市,28,0,0,0
340600,淮北市,11,0,0,0
340700,铜陵市,19,0,1,0
340800,安庆市,55,0,3,0
341003,黄山区,9,0,0,0
341100,滁州市,11,0,2,0
341200,阜阳市,79,0,3,0
341300,宿州市,23,0,0,0
341500,六安市,30,0,1,0
341600,亳州市,48,0,2,0
341700,池州市,10,0,1,0
341800,宣城市,4,0,1,0
350000,福建省,194,0,7,
350100,福州市,53,0,2,0
350200,厦门市,20,0,0,0
350300,莆田市,37,0,1,0
350400,三明市,11,0,0,0
350500,泉州市,35,0,3,0
350600,漳州市,13,0,0,0
350700,南平市,11,0,0,0
350800,龙岩市,2,0,0,0
350900,宁德市,12,0,1,0
360000,江西省,476,0,19,
360121,南昌县,121,0,4,0
360200,景德镇市,4,0,1,0
360300,萍乡市,20,0,1,0
360400,九江市,78,0,2,0
360500,新余市,59,0,3,0
360600,鹰潭市,8,0,0,0
360700,赣州市,42,0,1,0
360821,吉安县,15,0,1,0
360900,宜春市,45,0,2,0
361000,抚州市,34,0,0,0
361100,上饶市,50,0,4,0
370000,山东省,275,0,11,
370100,济南市,25,0,0,0
370200,青岛市,32,0,3,0
370300,淄博市,12,0,0,0
370400,枣庄市,16,0,0,0
370600,烟台市,26,0,0,0
370700,潍坊市,14,0,0,0
370800,济宁市,21,0,3,0
370900,泰安市,12,0,1,0
371000,威海市,25,0,2,0
371100,日照市,14,0,0,0
371300,临沂市,28,0,1,0
371400,德州市,19,0,1,0
371500,聊城市,10,0,0,0
371600,滨州市,11,0,0,0
371700,菏泽市,10,0,0,0
410000,河南省,675,0,35,2
410100,郑州市,85,0,10,0
410200,开封市,12,0,0,0
410300,洛阳市,12,0,1,0
410400,平顶山市,28,0,1,0
410522,安阳县,33,0,0,0
410600,鹤壁市,10,0,0,0
410721,新乡县,33,0,2,0
410800,焦作市,12,0,0,0
410928,濮阳县,4,0,0,0
411000,许昌市,19,0,0,0
411100,漯河市,23,0,0,0
411200,三门峡市,7,0,1,0
411300,南阳市,99,0,1,2
411400,商丘市,60,0,3,0
411500,信阳市,112,0,6,0
411600,周口市,52,0,1,0
411700,驻马店市,72,0,0,0
419001,济源市,2,0,0,0
420000,湖北省,13522,0,398,414
420100,武汉市,6384,0,305,313
420202,黄石港区,405,0,8,2
420300,十堰市,291,0,6,0
420500,宜昌市,452,0,2,3
420600,襄阳市,632,0,1,1
420700,鄂州市,332,0,3,18
420800,荆门市,400,0,6,14
420900,孝感市,1120,0,4,17
421003,荆州区,613,0,9,7
421100,黄冈市,1422,0,41,19
421200,咸宁市,348,0,1,0
421300,随州市,641,0,3,6
422801,恩施市,123,0,5,0
429004,仙桃市,188,0,0,3
429005,潜江市,44,0,0,1
429006,天门市,117,0,0,10
429021,神农架林区,10,0,2,0
430000,湖南省,593,0,32,
430121,长沙县,148,0,6,0
430200,株洲市,34,0,2,0
430321,湘潭县,21,0,3,0
430421,衡阳县,35,0,4,0
430523,邵阳县,55,0,2,0
430621,岳阳县,83,0,0,0
430700,常德市,50,0,3,0
430800,张家界市,3,0,0,0
430900,益阳市,35,0,1,0
431000,郴州市,22,0,1,0
431100,永州市,26,0,5,0
431200,怀化市,35,0,2,0
431300,娄底市,40,0,2,0
433100,湘西土家族苗族自治州,6,0,1,0
440000,广东省,813,0,27,
440100,广州市,224,0,3,0
440200,韶关市,6,0,1,0
440300,深圳市,271,0,13,0
440400,珠海市,64,0,1,0
440500,汕头市,18,0,0,0
440600,佛山市,49,0,1,0
