flag,area,confirmed,suspected,cured,dead
000000,中国,68584,8228,9518,1666
540000,西藏自治区,1,0,1,
540100,拉萨市,1,0,1,0
820000,澳门特别行政区,10,0,3,
630000,青海省,18,0,13,
630100,西宁市,15,0,9,0
632200,海北藏族自治州,3,0,0,0
-1,,0,0,4,0
710000,台湾省,18,0,2,
810000,香港特别行政区,56,0,1,1
520000,贵州省,144,0,37,1
520200,六盘水市,10,0,3,1
-1,,23,0,6,0
522300,黔西南布依族苗族自治州,4,0,4,0
522700,黔南布依族苗族自治州,17,0,5,0
522600,黔东南苗族侗族自治州,10,0,3,0
520100,贵阳市,34,0,6,0
520600,铜仁市,10,0,7,0
520300,遵义市,32,0,3,0
520400,安顺市,4,0,0,0
220000,吉林省,89,0,28,1
222400,延边朝鲜族自治州,5,0,2,0
220300,四平市,14,0,4,1
220521,通化县,3,0,0,0
220200,吉林市,5,0,3,0
220381,公主岭市,6,0,2,0
220700,松原市,2,0,1,0
220100,长春市,45,0,14,0
220400,辽源市,7,0,1,0
220800,白城市,1,0,0,0
220581,梅河口市,1,0,1,0
650000,新疆维吾尔自治区,71,0,11,1
650121,乌鲁木齐县,23,0,3,0
654003,奎屯市,1,0,1,0
659001,石河子市,3,0,1,0
650400,吐鲁番市,3,0,1,0
654000,伊犁哈萨克自治州,16,0,4,0
652900,阿克苏地区,1,0,1,0
654221,额敏县,4,0,0,0
652301,昌吉市,4,0,0,0
659004,五家渠市,2,0,0,0
652800,巴音郭楞蒙古自治州,3,0,0,0
-1,,1,0,0,0
654002,伊宁市,10,0,0,0
-1,,0,0,0,1
640000,宁夏回族自治区,70,0,33,
640500,中卫市,3,0,3,0
640300,吴忠市,27,0,6,0
640100,银川市,33,0,20,0
-1,,1,0,1,0
640400,固原市,5,0,2,0
640200,石嘴山市,1,0,1,0
150000,内蒙古自治区,70,0,7,
152500,锡林郭勒盟,6,0,1,0
150200,包头市,11,0,0,0
150700,呼伦贝尔市,6,0,1,0
150100,呼和浩特市,7,0,0,0
152200,兴安盟,1,0,0,0
150800,巴彦淖尔市,8,0,0,0
150400,赤峰市,9,0,2,0
150500,通辽市,6,0,0,0
150600,鄂尔多斯市,11,0,3,0
150900,乌兰察布市,3,0,0,0
150300,乌海市,2,0,0,0
620000,甘肃省,90,0,49,2
620800,平凉市,9,0,1,0
620300,金昌市,1,0,1,0
620500,天水市,12,0,9,0
620700,张掖市,2,0,2,0
621200,陇南市,4,0,3,0
620402,白银区,4,0,1,0
622921,临夏县,3,0,3,0
620100,兰州市,35,0,17,2
621100,定西市,9,0,8,0
623000,甘南藏族自治州,8,0,2,0
621000,庆阳市,3,0,2,0
120000,天津市,122,0,37,3
120106,红桥区,2,0,2,0
120101,和平区,6,0,2,0
120116,滨海新区,3,0,0,0
120111,西青区,4,0,2,0
120104,南开区,6,0,1,0
120102,河东区,14,0,7,0
120105,河北区,12,0,7,0
120103,河西区,4,0,2,0
-1,,6,0,2,0
120117,宁河区,4,0,0,0
120115,宝坻区,48,0,9,1
120110,东丽区,4,0,1,0
120112,津南区,1,0,0,0
120113,北辰区,6,0,1,0
120114,武清区,2,0,1,0
-1,,0,0,0,2
140000,山西省,128,0,46,
140600,朔州市,7,0,2,0
140700,晋中市,35,0,12,0
140800,运城市,19,0,13,0
140300,阳泉市,4,0,0,0
141100,吕梁市,6,0,6,0
140200,大同市,12,0,4,0
140400,长治市,8,0,0,0
141000,临汾市,2,0,1,0
140100,太原市,19,0,6,0
140500,晋城市,9,0,2,0
140900,忻州市,7,0,0,0
210000,辽宁省,120,0,34,1
211321,朝阳县,6,0,2,0
211221,铁岭县,7,0,1,0
211400,葫芦岛市,11,0,0,1
210700,锦州市,12,0,6,0
210200,大连市,18,0,5,0
210800,营口市,1,0,1,0
210600,丹东市,7,0,4,0
210100,沈阳市,28,0,12,0
211021,辽阳县,3,0,2,0
211100,盘锦市,11,0,0,0
210521,本溪满族自治县,3,0,1,0
210300,鞍山市,4,0,0,0
210921,阜新蒙古族自治县,8,0,0,0
230000,黑龙江省,445,0,72,11
230400,鹤岗市,5,0,2,0
230900,七台河市,16,0,4,0
232700,大兴安岭地区,2,0,0,0
230800,佳木斯市,15,0,11,0
231000,牡丹江市,12,0,1,0
230300,鸡西市,46,0,1,0
231200,绥化市,46,0,12,4
230200,齐齐哈尔市,38,0,8,1
230500,双鸭山市,49,0,1,2
230100,哈尔滨市,182,0,27,3
230600,大庆市,19,0,2,1
231100,黑河市,14,0,0,0
230700,伊春市,1,0,0,0
-1,,0,0,3,0
460000,海南省,162,0,39,4
469028,陵水黎族自治县,4,0,0,0
469030,琼中黎族苗族自治县,1,0,1,0
469002,琼海市,6,0,1,1
460400,儋州市,15,0,2,0
469006,万宁市,13,0,3,0
469007,东方市,3,0,2,0
469024,临高县,6,0,3,0
460100,海口市,33,0,9,0
469023,澄迈县,9,0,1,1
460200,三亚市,54,0,15,1
469026,昌江黎族自治县,7,0,0,0
469021,定安县,3,0,1,1
469027,乐东黎族自治县,2,0,0,0
469005,文昌市,3,0,1,0
469029,保亭黎族苗族自治县,3,0,0,0
130000,河北省,300,0,100,3
130700,张家口市,34,0,9,0
130600,保定市,32,0,19,0
130521,邢台县,22,0,10,1
130900,沧州市,47,0,14,2
