-1,待明确地区,0,19543,0,0
-1,两江新区,12,0,0,0
-1,外地来津人员,4,0,0,0
-1,外地来京人员,11,0,2,0
-1,外地来沪人员,74,0,5,1
-1,待明确地区,0,0,5,1
-1,待明确地区,1,0,0,0
-1,待明确地区,2,0,0,0
-1,宁东管委会,1,0,0,0
110000,北京市,191,0,9,1
110101,东城区,3,0,0,0
110102,西城区,22,0,0,0
110105,朝阳,6,0,0,0
110105,朝阳区,35,0,0,0
110106,丰台区,16,0,0,0
110107,石景山区,5,0,0,0
110108,海淀区,41,0,0,0
110109,门头沟区,2,0,0,0
110111,房山区,2,0,0,0
110112,通州区,13,0,0,0
110113,顺义区,6,0,0,0
110114,昌平区,12,0,0,0
110115,大兴区,22,0,2,0
110116,怀柔区,1,0,0,0
120000,天津市,48,0,1,0
120101,和平区,4,0,0,0
120102,河东区,9,0,1,0
120103,河西区,3,0,0,0
120104,南开区,2,0,0,0
120105,河北区,9,0,0,0
120106,红桥区,2,0,0,0
120110,东丽区,3,0,0,0
120111,西青区,2,0,0,0
120115,宝坻区,5,0,0,0
120116,滨海新区,2,0,0,0
120117,宁河区,3,0,0,0
130000,河北省,104,1,3,1
130100,石家庄,13,0,0,0
130200,唐山,11,0,0,0
130300,秦皇岛,1,0,0,0
130400,邯郸,11,0,0,0
130500,邢台,10,0,0,0
130600,保定,13,0,2,0
130700,张家口,9,0,0,0
130800,承德,2,0,0,0
130900,沧州,19,1,0,1
131000,廊坊,11,0,1,0
131100,衡水,4,0,0,0
140000,山西省,56,0,2,0
140100,太原,6,0,1,0
140200,大同,8,0,0,0
140300,阳泉,1,0,0,0
140400,长治,3,0,0,0
140500,晋城,3,0,0,0
140600,朔州,3,0,0,0
140700,晋中,13,0,0,0
140800,运城,10,0,1,0
140900,忻州,3,0,0,0
141000,临汾,1,0,0,0
141100,吕梁,5,0,0,0
150000,内蒙古自治区,27,0,1,0
150100,呼和浩特,2,0,0,0
150200,包头,5,0,0,0
150300,乌海,1,0,0,0
150400,赤峰,2,0,0,0
150500,通辽,1,0,0,0
150600,鄂尔多斯,6,0,0,0
150700,呼伦贝尔,2,0,1,0
150800,巴彦淖尔,3,0,0,0
150900,乌兰察布,2,0,0,0
152200,兴安盟,1,0,0,0
152500,锡林郭勒盟,2,0,0,0
210000,辽宁省,70,0,1,0
210100,沈阳,17,0,0,0
210200,大连,12,0,1,0
210500,本溪,3,0,0,0
210600,丹东,6,0,0,0
210700,锦州,7,0,0,0
210800,营口,1,0,0,0
210900,阜新,3,0,0,0
211000,辽阳,2,0,0,0
211100,盘锦,6,0,0,0
211200,铁岭,2,0,0,0
211400,葫芦岛,5,0,0,0
220000,吉林省,23,0,1,0
220100,长春,13,0,1,0
220200,吉林市,3,0,0,0
220300,四平市,1,0,0,0
220381,公主岭,1,0,0,0
220500,通化,1,0,0,0
220700,松原,2,0,0,0
222400,延边,2,0,0,0
230000,黑龙江省,95,0,2,2
230100,哈尔滨,34,0,2,0
230200,齐齐哈尔,3,0,0,0
230300,鸡西,4,0,0,0
230400,鹤岗,1,0,0,0
230500,双鸭山,4,0,0,0
230600,大庆,8,0,0,0
230800,佳木斯,11,0,0,0
230900,七台河,6,0,0,0
231000,牡丹江,7,0,0,0
231100,黑河,1,0,0,0
231200,绥化,14,0,0,2
232700,大兴安岭,2,0,0,0
310000,上海市,182,0,10,1
310101,黄浦区,5,0,0,0
310104,徐汇区,7,0,0,0
310105,长宁区,7,0,0,0
310106,静安区,9,0,0,0
310107,普陀区,3,0,0,0
310109,虹口区,5,0,0,0
310110,杨浦区,2,0,0,0
310112,闵行区,9,0,0,0
310113,宝山区,8,0,0,0
310114,嘉定区,2,0,0,0
310115,浦东新区,35,0,0,0
310116,金山区,1,0,0,0
310117,松江区,7,0,0,0
310118,青浦区,2,0,0,0
310120,奉贤区,5,0,0,0
310151,崇明区,1,0,0,0
320000,江苏省,236,0,7,0
320100,南京,35,0,2,0
320200,无锡,19,0,0,0
320300,徐州,30,0,0,0
320400,常州,15,0,0,0
320500,苏州,38,0,3,0
320600,南通,17,0,0,0
320700,连云港,13,0,1,0
320800,淮安,13,0,1,0
320900,盐城,15,0,0,0
321000,扬州,13,0,0,0
321100,镇江,3,0,0,0
321200,泰州,17,0,0,0
321300,宿迁,8,0,0,0
330000,浙江省,661,0,32,0
330100,杭州,110,0,2,0
330200,宁波,66,0,1,0
330300,温州,265,0,15,0
330400,嘉兴,19,0,0,0
330500,湖州,6,0,0,0
330600,绍兴,27,0,1,0
330700,金华,34,0,4,0
330800,衢州,13,0,0,0
330900,舟山,7,0,1,0
331000,台州,100,0,7,0
331100,丽水,14,0,1,0
340000,安徽省,340,0,7,0
340100,合肥,59,0,2,0
340200,芜湖,16,0,1,0
340300,蚌埠,26,0,0,0
340400,淮南,6,0,0,0
340500,马鞍山,27,0,0,0
340600,淮北,6,0,0,0
340700,铜陵,16,0,0,0
340800,安庆,43,0,0,0
341000,黄山,9,0,0,0
341100,滁州,6,0,0,0
341200,阜阳,59,0,0,0
341300,宿州,14,0,0,0
341500,六安,13,0,1,0
341600,亳州,30,0,2,0
341700,池州,6,0,0,0
341800,宣城,4,0,1,0
350000,福建省,159,0,0,0
350100,福州,44,0,0,0
350200,厦门,18,0,0,0
350300,莆田,27,0,0,0
350400,三明,11,0,0,0
350500,泉州,29,0,0,0
350600,漳州,12,0,0,0
350700,南平,8,0,0,0
350800,龙岩,1,0,0,0
350900,宁德,9,0,0,0
360000,江西省,333,0,12,0
360100,南昌,89,0,1,0
360200,景德镇,3,0,1,0
360300,萍乡,15,0,1,0
360400,九江,55,0,2,0
360500,新余,43,0,3,0
360600,鹰潭,8,0,0,0
360700,赣州,34,0,1,0
360800,吉安,12,0,1,0
360900,宜春,31,0,1,0
361000,抚州,24,0,0,0
361100,上饶,19,0,1,0
370000,山东省,230,0,6,0
370100,济南,19,0,0,0
370200,青岛,24,0,1,0
370300,淄博,12,0,0,0
370400,枣庄,15,0,0,0
370600,烟台,20,0,0,0
370700,潍坊,11,0,0,0
370800,济宁,14,0,1,0
370900,泰安,9,0,0,0
371000,威海,24,0,2,0
371100,日照,11,0,0,0
371300,临沂,24,0,0,0
371400,德州,19,0,1,0
371500,聊城,9,0,0,0
371600,滨州,10,0,0,0
371700,菏泽,9,0,0,0
410000,河南省,493,0,9,2
410100,郑州,65,0,1,0
410200,开封,11,0,0,0
410300,洛阳,7,0,0,0
410400,平顶山,14,0,0,0
410500,安阳,24,0,0,0
410526,滑县,1,0,0,0
410600,鹤壁,8,0,0,0
410700,新乡,21,0,0,0
410728,长垣,2,0,0,0
410800,焦作,7,0,0,0
410900,濮阳,3,0,0,0
411000,许昌,13,0,0,0
411100,漯河,16,0,0,0
411200,三门峡,7,0,0,0
411300,南阳,62,0,1,2
411381,邓州,14,0,0,0
411400,商丘,36,0,0,0
411481,永城,8,0,0,0
411500,信阳,88,0,4,0
411600,周口,40,0,1,0
411700,驻马店,46,0,0,0
420000,湖北省,9074,0,267,294
420100,武汉,4109,0,175,224
420200,黄石,252,0,8,2
420300,十堰,212,0,1,0
420500,宜昌,353,0,0,1
420600,襄阳,441,0,0,0
420700,鄂州,278,0,2,13
420800,荆门,329,0,3,7
420900,孝感,749,0,2,14
421000,荆州,333,0,4,4
421100,黄冈,1002,0,27,15
421200,咸宁,246,0,1,0
421300,随州,384,0,3,3
422800,恩施州,105,0,4,0
429004,仙桃,140,0,0,3
429005,潜江,35,0,0,1
429006,天门,99,0,0,7
429021,神农架林区,7,0,2,0
430000,湖南省,463,0,16,0
430100,长沙,112,0,2,0
430200,株洲,25,0,1,0
430300,湘潭,16,0,3,0
430400,衡阳,30,0,3,0
430500,邵阳,49,0,1,0
430600,岳阳,53,0,0,0
430700,常德,42,0,0,0
430800,张家界,3,0,0,0
430900,益阳,27,0,0,0
431000,郴州,18,0,1,0
431100,永州,22,0,2,0
431200,怀化,31,0,1,0
431300,娄底,29,0,1,0
433100,湘西自治州,6,0,1,0
440000,广东省,632,0,15,0
440100,广州,179,0,3,0
440200,韶关,5,0,0,0
440300,深圳,207,0,5,0
440400,珠海,47,0,1,0
440500,汕头,15,0,0,0
440600,佛山,43,0,1,0
440700,江门,3,0,0,0
440800,湛江,14,0,1,0
440900,茂名,3,0,0,0
441200,肇庆,7,0,1,0
441300,惠州,23,0,1,0
441400,梅州,7,0,0,0
441500,汕尾,4,0,0,0
441600,河源,1,0,0,0
441700,阳江,10,0,0,0
441800,清远,6,0,2,0
441900,东莞,27,0,0,0
442000,中山,21,0,0,0
445100,潮州,4,0,0,0
445200,揭阳,6,0,0,0
450000,广西壮族自治区,111,0,2,0
450100,南宁,16,0,0,0
450200,柳州,12,0,0,0
450300,桂林,23,0,0,0
450400,梧州,5,0,1,0
450500,北海,23,0,0,0
450600,防城港,8,0,1,0
450700,钦州,2,0,0,0
450800,贵港,4,0,0,0
450900,玉林,7,0,0,0
451000,百色,2,0,0,0
451100,贺州,3,0,0,0
451200,河池,6,0,0,0
460000,海南省,64,0,3,1
460100,海口,11,0,0,0
460200,三亚,17,0,3,0
460400,儋州,6,0,0,0
469002,琼海,6,0,0,0
469006,万宁,8,0,0,0
469007,东方,1,0,0,0
469021,定安,1,0,0,0
469023,澄迈,2,0,0,1
469024,临高,4,0,0,0
469026,昌江,1,0,0,0
469027,乐东,1,0,0,0
469028,陵水,5,0,0,0
469030,琼中,1,0,0,0
500000,重庆市,275,0,7,1
500101,万州区,44,0,0,0
500102,涪陵区,1,0,0,0
500103,渝中区,9,0,0,0
500104,大渡口区,6,0,0,0
500105,江北区,13,0,0,0
500106,沙坪坝区,2,0,0,0
500107,九龙坡区,11,0,0,1
500108,南岸区,4,0,0,0
500110,綦江区,4,0,0,0
500111,大足区,4,0,0,0
500112,渝北区,12,0,0,0
500113,巴南区,1,0,0,0
500114,黔江区,2,0,0,0
500115,长寿区,11,0,0,0
500116,江津区,3,0,0,0
500117,合川区,9,0,0,0
500118,永川区,3,0,1,0
500120,璧山区,8,0,0,0
500151,铜梁区,4,0,0,0
500152,潼南区,2,0,0,0
500153,荣昌区,3,0,0,0
500154,开州区,16,0,0,0
500155,梁平区,3,0,0,0
500156,武隆区,1,0,0,0
500229,城口县,1,0,0,0
500230,丰都县,5,0,1,0
500231,垫江县,12,0,0,0
500233,忠县,15,0,0,0
500235,云阳县,18,0,1,0
500236,奉节县,8,0,0,0
500237,巫山县,6,0,3,0
500238,巫溪县,11,0,0,0
500240,石柱县,10,0,0,0
500241,秀山县,1,0,1,0
510000,四川省,231,0,11,1
510100,成都,73,0,9,1
510300,自贡,9,0,0,0
510400,攀枝花,9,0,0,0
510500,泸州,6,0,0,0
510600,德阳,10,0,0,0
510700,绵阳,14,0,1,0
510800,广元,5,0,0,0
510900,遂宁,5,0,0,0
511000,内江,11,0,0,0
511100,乐山,2,0,0,0
511181,眉山,2,0,0,0
511300,南充,23,0,0,0
511500,宜宾,7,0,0,0
511600,广安,20,0,1,0
511700,达州,9,0,0,0
511800,雅安,5,0,0,0
511900,巴中,8,0,0,0
512000,资阳,2,0,0,0
513200,阿坝州,1,0,0,0
513300,甘孜州,5,0,0,0
513400,凉山州,5,0,0,0
520000,贵州省,38,0,2,0
520100,贵阳,6,0,1,0
520200,六盘水,8,0,0,0
520300,遵义,5,0,0,0
520400,安顺,2,0,0,0
520500,毕节,4,0,0,0
520600,铜仁,3,0,1,0
522300,黔西南州,1,0,0,0
522600,黔东南州,4,0,0,0
522700,黔南州,5,0,0,0
530000,云南省,105,0,3,0
530100,昆明,31,0,0,0
530300,曲靖,5,0,1,0
530400,玉溪,11,0,0,0
530500,保山,8,0,0,0
530600,昭通,8,0,0,0
530700,丽江,7,0,0,0
530800,普洱,4,0,0,0
530900,临沧,1,0,0,0
532300,楚雄,2,0,0,0
532500,红河,5,0,1,0
532800,西双版纳,12,0,0,0
532900,大理,7,0,1,0
533100,德宏,4,0,0,0
540000,西藏自治区,1,0,0,0
610000,陕西省,116,0,0,0
610100,西安,47,0,0,0
610200,铜川,6,0,0,0
610300,宝鸡,7,0,0,0
610400,咸阳,9,0,0,0
610500,渭南,5,0,0,0
610581,韩城,1,0,0,0
610600,延安,7,0,0,0
610700,汉中,15,0,0,0
610800,榆林,1,0,0,0
610900,安康,16,0,0,0
611000,商洛,2,0,0,0
620000,甘肃省,40,0,1,0
620100,兰州,23,0,0,0
620300,金昌,1,0,0,0
620400,白银,1,0,0,0
620500,天水,3,0,0,0
620700,张掖,2,0,0,0
620800,平凉,1,0,0,0
621100,定西,3,0,1,0
621200,陇南,3,0,0,0
622900,临夏,2,0,0,0
623000,甘南,1,0,0,0
630000,青海省,11,0,0,0
630100,西宁,9,0,0,0
640000,宁夏回族自治区,28,0,0,0
640100,银川,16,0,0,0
640300,吴忠,7,0,0,0
640400,固原,2,0,0,0
640500,中卫,2,0,0,0
650000,新疆维吾尔自治区,21,0,0,0
650100,乌鲁木齐,8,0,0,0
650400,吐鲁番,1,0,0,0
652900,阿克苏,1,0,0,0
654000,伊犁州,5,0,0,0
654003,第七师,1,0,0,0
654200,塔城地区,4,0,0,0
654221,第九师,4,0,0,0
659001,第八师,1,0,0,0
710000,台湾,10,0,0,0
810000,香港,14,0,0,0
820000,澳门,8,0,0,0
000000,全国,14490,0,0,0
